HHNo,area,age_of_respondent,chronic_illness,nhif_usage,nssf_usage,most_important_life_goal,income_source,avg_mnth_income,hse_land_loan,securities_use,nearest_financial_prod,land_house_ownership,total_exp_per_moth,electronic_device,motorvehicle_ownership,livestock_ownership,insurance
1035,Rural,23,No,No,No,Career,Agriculture,4000.0,No,No,MMoney,No,16000,No,No,True,No
1136,Rural,25,No,No,No,Business,Casual_work,600.0,No,No,MMoney,No,6000,No,No,False,No
1022,Rural,17,No,Yes,No,Health,Agriculture,1500.0,No,No,MMoney,Yes,6000,No,No,False,Yes
1057,Urban,41,No,No,No,Education,Business,10000.0,No,No,MMoney,No,10000,Yes,No,False,No
1005,Rural,70,No,No,No,Health,Family,1000.0,No,No,MMoney,Yes,2000,No,No,True,No
1007,Urban,49,No,No,No,Education,Casual_work,6000.0,No,No,MMoney,Yes,6000,No,No,False,No
1083,Urban,40,Yes,No,No,Health,Business,,No,No,MMoney,No,20000,Yes,No,False,No
1094,Rural,23,No,No,No,Education,Family,4500.0,No,No,MMoney,No,4000,Yes,No,False,No
1012,Rural,28,No,No,No,Food,Casual_work,,No,No,MMoney,Yes,6000,No,No,False,No
1115,Rural,42,No,No,No,Food,Agriculture,,No,No,MMoney,Yes,6000,No,No,True,No
1072,Urban,37,No,No,No,Food,Business,4000.0,No,No,MMoney,No,8000,Yes,No,False,Yes
1004,Rural,16,No,No,No,Health,Family,2000.0,No,No,MMoney,Yes,2000,No,No,True,No
1058,Rural,17,No,No,No,Education,Family,1500.0,No,No,MMoney,No,7500,No,No,True,No
1090,Rural,21,No,No,No,Education,Agriculture,12000.0,No,No,MMoney,Yes,6000,No,No,False,No
1082,Rural,17,No,No,No,Education,Family,,No,No,,No,7000,No,No,False,No
1072,Rural,33,No,No,No,Health,Agriculture,5000.0,No,No,MMoney,No,5000,No,No,False,Yes
1018,Rural,41,No,No,No,Food,Casual_work,4000.0,No,No,MMoney,Yes,3000,No,No,False,No
1020,Rural,98,Yes,Yes,Yes,Food,Family,3000.0,No,No,MMoney,Yes,5000,No,No,False,Yes
1046,Urban,24,No,No,No,Food,Business,6000.0,No,No,MMoney,No,6000,Yes,Yes,False,Yes
1064,Urban,40,No,Yes,Yes,Food,Casual_work,3000.0,No,No,MMoney,No,5000,Yes,No,False,Yes
1050,Rural,21,No,No,No,Career,Casual_work,4000.0,No,No,MMoney,No,6000,No,No,True,Yes
1079,Rural,21,No,No,No,Education,Casual_work,,No,No,MMoney,No,16000,Yes,Yes,True,No
1155,Urban,32,No,Yes,Yes,Food,Casual_work,9000.0,No,Yes,MMoney,No,20000,Yes,Yes,False,Yes
1014,Rural,22,No,Yes,No,Health,Casual_work,6000.0,No,No,MMoney,Yes,12000,No,Yes,True,Yes
1072,Rural,78,No,No,No,Food,Family,2000.0,No,No,MMoney,Yes,2000,No,No,True,No
1052,Rural,26,No,Yes,No,Career,Family,18000.0,No,No,MMoney,No,17000,No,Yes,False,Yes
1048,Rural,68,No,Yes,No,Food,Agriculture,8000.0,No,No,MMoney,Yes,1000,No,No,True,Yes
1011,Urban,21,No,Yes,No,Food,Family,10000.0,No,No,MMoney,No,10000,No,No,False,Yes
1077,Urban,40,No,Yes,No,Food,Casual_work,14000.0,No,No,MMoney,No,12000,No,No,False,Yes
1043,Rural,36,No,Yes,No,Career,Employment,12000.0,No,No,MMoney,No,10000,No,No,False,Yes
1073,Urban,33,No,Yes,Yes,Health,Family,,No,No,MMoney,Yes,20000,Yes,Yes,False,Yes
1026,Rural,26,No,Yes,Yes,Food,Employment,12000.0,No,No,MMoney,Yes,8000,No,No,False,Yes
1026,Urban,24,No,No,No,Education,Business,3000.0,No,No,MMoney,No,7000,Yes,No,False,No
1063,Urban,22,No,No,No,Home,Casual_work,9000.0,No,No,MMoney,No,30000,Yes,No,False,No
1141,Urban,61,Yes,No,No,Food,Family,5000.0,No,No,MMoney,Yes,30000,No,Yes,False,Yes
1077,Urban,34,No,No,No,Education,Family,4000.0,No,No,MMoney,Yes,8000,No,No,False,No
1025,Urban,33,No,Yes,No,Food,Family,5000.0,No,No,MMoney,Yes,20000,Yes,No,False,Yes
1022,Rural,58,No,Yes,No,Health,Business,20000.0,Yes,No,MMoney,Yes,16000,Yes,Yes,False,Yes
1029,Urban,41,No,No,No,Food,Casual_work,10000.0,No,No,MMoney,No,10000,Yes,No,False,No
1034,Urban,61,No,Yes,Yes,Health,Employment,25000.0,No,No,MMoney,Yes,10000,No,No,False,Yes
1030,Rural,30,No,Yes,No,Food,Casual_work,9000.0,No,No,MMoney,No,6000,No,No,True,Yes
1005,Rural,19,No,No,No,Career,Casual_work,2000.0,No,No,MMoney,No,20000,No,No,True,No
1149,Urban,57,No,Yes,No,Food,Business,15000.0,No,No,Bank,No,20000,No,No,False,Yes
1095,Rural,28,No,No,No,Food,Casual_work,15000.0,No,No,MMoney,No,7000,No,No,False,No
1071,Rural,29,No,Yes,No,Education,Agriculture,10000.0,No,No,MMoney,No,15000,No,No,False,Yes
1057,Rural,56,Yes,No,No,Health,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,False,Yes
1003,Rural,44,No,Yes,Yes,Education,Casual_work,10000.0,No,No,MMoney,Yes,18000,Yes,No,True,Yes
1015,Urban,16,No,No,No,Education,Family,,No,No,MMoney,No,16000,Yes,No,False,No
1021,Urban,23,No,No,No,Food,Family,3000.0,No,No,MMoney,No,10000,Yes,No,False,No
1094,Urban,43,No,Yes,Yes,None,Business,12500.0,Yes,No,MMoney,Yes,150000,Yes,Yes,False,Yes
1083,Rural,60,Yes,No,No,Food,Agriculture,,No,No,MMoney,Yes,5000,No,No,False,Yes
1040,Rural,51,No,No,No,Food,Casual_work,14000.0,No,Yes,MMoney,No,12000,No,No,False,Yes
1052,Urban,35,No,No,No,Food,Business,5000.0,No,No,MMoney,Yes,10000,Yes,No,False,Yes
1108,Urban,23,No,No,No,Food,Family,500.0,No,No,MMoney,No,500,No,No,False,No
1051,Urban,60,No,No,Yes,Food,Business,,Yes,No,MMoney,Yes,13000,No,Yes,False,Yes
1084,Rural,47,Yes,Yes,No,Education,Employment,5000.0,No,No,MMoney,No,12000,No,No,False,Yes
1031,Rural,30,No,Yes,Yes,Food,Employment,8000.0,No,No,MMoney,Yes,15000,Yes,No,True,Yes
1069,Rural,34,No,No,No,Education,Casual_work,20000.0,No,No,MMoney,Yes,20000,No,No,True,No
1086,Rural,45,No,Yes,No,Education,Agriculture,,No,No,MMoney,No,15000,No,Yes,True,Yes
1049,Rural,17,Yes,No,No,Health,Family,200.0,No,No,,No,3000,No,No,True,No
1053,Rural,48,No,No,No,Education,Agriculture,15000.0,No,No,MMoney,Yes,10000,No,Yes,False,No
1023,Urban,30,No,No,No,Education,Family,,No,No,MMoney,No,11500,No,No,False,No
1003,Urban,16,No,No,No,Education,Family,,No,No,MMoney,No,7000,No,No,False,No
1091,Rural,25,No,No,No,Food,Casual_work,500.0,No,No,MMoney,No,5000,No,No,False,Yes
1047,Rural,82,No,No,No,Food,Aid,3000.0,No,No,MMoney,Yes,3000,No,No,False,No
1062,Rural,31,No,Yes,No,Health,Casual_work,10000.0,No,No,MMoney,Yes,18000,Yes,No,False,Yes
1156,Urban,27,No,No,No,Career,Casual_work,1000.0,No,No,MMoney,No,8000,No,No,False,No
1090,Urban,43,No,No,No,Health,Employment,15000.0,No,No,MMoney,No,15000,No,No,False,Yes
1010,Rural,59,Yes,No,No,Education,Agriculture,10000.0,No,No,MMoney,No,10000,No,No,False,Yes
1006,Urban,29,No,No,No,Business,Business,20000.0,No,No,Bank,No,15000,Yes,No,False,No
1017,Urban,36,No,Yes,No,Education,Casual_work,10000.0,No,No,MMoney,No,10000,No,No,False,Yes
1010,Urban,19,No,No,No,Food,Family,8000.0,No,No,MMoney,No,8000,Yes,Yes,False,No
1074,Urban,22,No,No,No,Career,Employment,10000.0,No,No,MMoney,Yes,12000,Yes,No,False,No
1056,Urban,32,No,Yes,Yes,Food,Family,10000.0,No,No,MMoney,No,20000,Yes,No,False,Yes
1050,Rural,45,No,No,No,Health,Employment,2000.0,No,No,MMoney,Yes,2000,No,No,False,Yes
1077,Rural,30,No,Yes,No,Food,Agriculture,4000.0,No,No,Bank,No,20000,Yes,No,True,Yes
1024,Rural,26,No,No,No,Business,Agriculture,9600.0,Yes,No,MMoney,Yes,12000,No,Yes,False,Yes
1039,Urban,35,No,Yes,Yes,Food,Family,1500.0,No,No,MMoney,No,30000,No,No,False,Yes
1034,Urban,29,No,No,No,Health,Family,20000.0,No,No,MMoney,No,25000,Yes,Yes,False,No
1021,Rural,48,No,Yes,No,Food,Casual_work,3000.0,No,No,MMoney,Yes,11000,No,No,False,Yes
1027,Urban,84,Yes,No,No,Food,Family,8000.0,No,No,MMoney,Yes,900,No,No,False,No
1163,Rural,45,No,No,No,Home,Agriculture,,No,No,MMoney,Yes,12000,No,No,False,No
1069,Urban,25,No,No,No,None,Casual_work,10000.0,No,No,Bank,Yes,10000,No,No,False,No
1112,Rural,23,No,No,No,Education,Family,2000.0,No,No,MMoney,Yes,20000,No,Yes,False,No
1082,Rural,38,No,Yes,No,Food,Employment,5000.0,No,No,MMoney,Yes,5000,No,No,True,Yes
1047,Rural,32,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,Yes,6000,No,No,False,No
1116,Urban,29,No,No,No,Food,Casual_work,2500.0,No,No,MMoney,No,5000,No,No,False,No
1147,Urban,24,No,No,No,Career,Agriculture,5000.0,No,No,MMoney,Yes,15000,Yes,Yes,False,No
1091,Rural,60,No,No,No,Food,Casual_work,10000.0,No,No,MMoney,Yes,20000,Yes,No,False,No
1069,Urban,67,No,No,No,Business,Pension,15000.0,Yes,No,MMoney,Yes,15000,Yes,No,True,Yes
1076,Rural,54,Yes,No,No,Food,Agriculture,,No,No,MMoney,Yes,4000,No,No,False,Yes
1020,Rural,16,No,No,No,Education,Casual_work,60000.0,No,No,MMoney,,,No,No,False,No
1009,Urban,40,No,Yes,Yes,Business,Employment,10000.0,No,No,MMoney,No,20000,Yes,No,True,Yes
1045,Rural,19,No,Yes,No,Education,Family,4000.0,No,No,MMoney,Yes,20000,No,Yes,True,Yes
1016,Rural,32,No,No,No,Education,Agriculture,10000.0,No,No,MMoney,No,4000,No,No,True,No
1072,Urban,17,No,No,No,Education,Family,2000.0,No,No,MMoney,No,15000,Yes,No,False,No
1079,Rural,35,No,No,No,Health,Casual_work,10000.0,No,No,MMoney,No,10000,No,No,False,No
1035,Urban,22,No,No,No,Business,Casual_work,8000.0,No,No,Bank,No,8000,No,No,False,No
1033,Rural,30,No,Yes,No,Food,Agriculture,6000.0,No,No,Bank,No,5000,No,No,False,Yes
1115,Rural,65,No,Yes,No,Health,Casual_work,500.0,No,No,MMoney,Yes,12000,No,No,False,Yes
1029,Urban,30,No,No,No,Food,Casual_work,13000.0,No,No,MMoney,No,17000,No,No,False,Yes
1058,Urban,37,No,No,No,Food,Casual_work,15000.0,No,No,MMoney,No,30000,Yes,No,False,No
1024,Rural,55,No,No,No,Education,Agriculture,5000.0,No,No,MMoney,No,8000,No,No,False,No
1015,Urban,44,No,No,No,Home,Business,,No,No,MMoney,No,4000,No,No,False,No
1126,Urban,36,No,No,No,Education,Business,40000.0,No,No,Bank,No,20000,No,Yes,False,No
1009,Urban,71,Yes,No,No,Food,Family,3000.0,No,No,MMoney,Yes,15000,Yes,No,False,Yes
1077,Rural,16,No,No,No,Education,Family,5000.0,No,No,MMoney,Yes,9000,Yes,No,True,No
1030,Rural,67,Yes,No,No,Health,Agriculture,6000.0,No,No,MMoney,Yes,6000,No,No,False,Yes
1081,Urban,31,No,No,No,Food,Business,6000.0,No,No,MMoney,No,20000,Yes,No,False,Yes
1041,Rural,58,No,No,No,Business,Agriculture,5000.0,No,No,MMoney,Yes,10000,No,No,False,No
1044,Rural,35,Yes,No,No,Food,Casual_work,5000.0,No,No,MMoney,Yes,4000,No,No,False,No
1079,Rural,35,No,Yes,No,Food,Casual_work,15000.0,No,No,Bank,No,15000,No,No,False,Yes
1003,Urban,29,No,Yes,No,Food,Casual_work,5000.0,No,No,MMoney,No,600,No,No,False,Yes
1050,Rural,20,No,No,No,Career,Casual_work,1600.0,No,No,MMoney,Yes,2000,No,No,False,No
1003,Rural,32,No,Yes,No,Business,Agriculture,8000.0,No,No,MMoney,Yes,8000,No,No,True,Yes
1035,Rural,17,No,No,No,Education,Family,200.0,No,No,MMoney,No,15500,No,No,True,No
1022,Urban,21,Yes,No,No,Education,Casual_work,3000.0,No,No,MMoney,Yes,10000,No,No,False,No
1058,Urban,57,No,Yes,Yes,Food,Business,40000.0,Yes,No,MMoney,Yes,30000,Yes,Yes,False,Yes
1052,Urban,19,No,No,No,Education,Family,1000.0,No,No,MMoney,No,14000,Yes,No,False,No
1145,Rural,20,No,No,No,Food,Casual_work,1500.0,No,No,MMoney,Yes,2000,No,No,False,No
1061,Urban,30,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,No,15000,No,No,False,No
1050,Urban,46,No,Yes,No,Health,Employment,25000.0,No,No,MMoney,No,17000,Yes,Yes,False,Yes
1097,Urban,50,No,No,No,Education,Business,5000.0,No,No,MMoney,No,10000,No,No,False,No
1022,Rural,29,No,Yes,No,Education,Family,5000.0,No,No,MMoney,No,10000,Yes,No,False,Yes
1144,Urban,56,No,Yes,Yes,Food,Business,50000.0,No,No,MMoney,Yes,50000,No,Yes,False,Yes
1027,Urban,27,No,No,No,Education,Casual_work,10000.0,No,No,MMoney,No,15000,No,Yes,False,No
1039,Rural,40,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,No,4000,No,No,False,No
1105,Rural,81,No,No,No,Food,Aid,5000.0,No,No,MMoney,Yes,3000,No,No,False,Yes
1010,Urban,26,No,No,No,Food,Family,5000.0,No,No,MMoney,No,30000,No,No,False,No
1128,Urban,33,No,No,No,Food,Family,6000.0,No,No,MMoney,No,8000,Yes,No,False,No
1068,Urban,28,No,Yes,Yes,Career,Business,15000.0,No,No,MMoney,No,30000,Yes,Yes,False,Yes
1090,Rural,77,Yes,No,No,Food,Agriculture,,No,No,MMoney,Yes,4000,No,No,False,Yes
1014,Rural,52,Yes,Yes,No,Health,Casual_work,20000.0,No,No,MMoney,No,15000,No,No,False,Yes
1030,Urban,59,No,Yes,No,Health,Employment,25000.0,No,No,MMoney,Yes,15000,Yes,Yes,False,Yes
1060,Urban,40,No,No,No,Business,Agriculture,,No,No,MMoney,No,18000,Yes,Yes,False,No
1089,Rural,66,Yes,No,No,Food,Agriculture,1000.0,No,No,MMoney,Yes,2000,No,No,False,No
1042,Urban,65,No,No,No,Food,Business,8000.0,No,No,MMoney,No,8000,No,No,False,Yes
1022,Rural,58,Yes,No,No,Food,Agriculture,1000.0,No,No,MMoney,Yes,1000,No,No,True,No
1008,Urban,21,No,No,No,Career,Family,5000.0,No,No,MMoney,Yes,30000,No,No,False,No
1065,Rural,25,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,No,3000,No,No,False,No
1086,Urban,51,No,Yes,Yes,Food,Business,,No,No,MMoney,No,10000,Yes,Yes,False,Yes
1019,Rural,16,Yes,No,No,Food,Family,500.0,No,No,MMoney,Yes,5000,No,No,True,No
1092,Rural,28,No,No,No,Health,Casual_work,1000.0,No,No,MMoney,Yes,2000,No,No,True,No
1045,Urban,28,No,No,No,Food,Casual_work,14000.0,No,No,MMoney,No,14000,No,No,False,Yes
1052,Urban,21,No,No,No,Career,Casual_work,3000.0,No,No,MMoney,No,15000,No,No,False,No
1001,Urban,31,No,Yes,Yes,Business,Business,10000.0,Yes,No,MMoney,Yes,10000,Yes,Yes,False,Yes
1025,Rural,68,No,No,No,Business,Agriculture,,Yes,No,MMoney,Yes,10000,No,No,False,Yes
1028,Rural,46,No,Yes,Yes,Home,Employment,,Yes,No,MMoney,Yes,30000,Yes,Yes,False,Yes
1007,Rural,65,No,No,No,Food,Casual_work,2500.0,No,No,MMoney,Yes,1000,No,No,False,No
1111,Rural,52,No,No,No,Food,Agriculture,,No,No,MMoney,Yes,12000,No,No,False,Yes
1057,Urban,46,No,No,No,Health,Casual_work,12000.0,No,No,MMoney,No,8000,No,No,False,No
1042,Urban,28,No,Yes,No,Business,Family,,No,No,MMoney,No,15000,Yes,No,False,Yes
1045,Urban,33,No,Yes,No,Career,Employment,15000.0,No,No,MMoney,No,20000,No,Yes,False,Yes
1080,Rural,22,No,No,No,Business,Casual_work,3000.0,No,No,MMoney,No,15000,No,No,False,No
1105,Urban,36,No,No,No,Education,Casual_work,5000.0,No,No,MMoney,No,7000,No,No,False,No
1040,Rural,26,No,No,No,Health,Casual_work,3000.0,No,No,MMoney,Yes,6000,No,No,True,No
1170,Urban,32,No,No,No,Business,Business,,No,No,MMoney,No,12000,No,Yes,False,Yes
1049,Rural,73,Yes,Yes,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,True,Yes
1154,Rural,28,No,No,No,Education,Casual_work,1800.0,No,No,MMoney,Yes,6500,No,No,True,No
1002,Rural,67,No,Yes,No,Business,Agriculture,15000.0,Yes,No,MMoney,Yes,10000,No,Yes,True,Yes
1084,Urban,52,No,No,No,Food,Business,7000.0,No,Yes,MMoney,Yes,20000,Yes,No,False,No
1055,Urban,30,No,No,No,Food,Casual_work,,No,No,,No,3000,No,No,False,No
1065,Rural,49,No,Yes,Yes,Food,Family,1500.0,Yes,No,MMoney,Yes,4000,Yes,No,False,Yes
1045,Rural,37,No,No,No,Education,Casual_work,5200.0,No,No,MMoney,No,6000,No,No,False,Yes
1033,Urban,42,No,No,No,Health,Casual_work,10000.0,No,No,MMoney,No,10000,No,No,False,Yes
1022,Urban,51,Yes,No,No,Health,Agriculture,,No,No,MMoney,Yes,2000,No,No,False,No
1015,Rural,21,No,No,No,Career,Casual_work,4000.0,No,Yes,MMoney,Yes,7000,No,No,False,Yes
1055,Urban,29,No,No,No,Business,Business,10000.0,No,No,MMoney,No,15000,No,No,True,Yes
1014,Urban,29,No,Yes,No,Food,Family,,No,No,MMoney,No,10000,No,No,False,Yes
1101,Urban,25,No,No,No,Food,Casual_work,,No,No,MMoney,No,10000,Yes,No,False,No
1030,Rural,25,No,No,No,Food,Casual_work,6000.0,No,No,MMoney,No,5000,No,No,False,No
1064,Rural,40,No,No,No,Business,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,False,No
1067,Urban,42,No,Yes,No,Food,Casual_work,17000.0,No,No,Bank,No,17000,No,No,False,Yes
1083,Rural,56,Yes,No,No,Education,Agriculture,2000.0,No,No,MMoney,No,5000,No,No,False,No
1032,Urban,52,No,No,No,Food,Casual_work,8000.0,No,No,MMoney,No,8000,No,No,False,No
1040,Rural,74,No,No,No,Food,Agriculture,5000.0,No,No,Bank,Yes,5000,No,No,False,No
1043,Rural,54,No,No,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,True,Yes
1080,Rural,30,No,No,No,Business,Agriculture,12500.0,No,No,MMoney,Yes,10000,No,No,True,No
1035,Urban,35,No,Yes,Yes,Food,Casual_work,20000.0,No,No,MMoney,Yes,15000,Yes,No,True,Yes
1009,Rural,37,Yes,No,No,Food,Agriculture,10000.0,No,No,MMoney,Yes,10000,No,Yes,True,Yes
1073,Urban,26,No,No,No,Education,Casual_work,10000.0,No,No,MMoney,No,10000,No,No,False,No
1024,Rural,55,No,No,No,Education,Casual_work,10000.0,No,No,MMoney,Yes,7000,No,No,False,Yes
1053,Urban,36,No,Yes,No,Health,Casual_work,25000.0,No,No,MMoney,No,25000,Yes,Yes,False,Yes
1021,Urban,23,No,No,No,Education,Agriculture,15000.0,No,No,MMoney,No,10000,No,No,False,No
1092,Rural,78,No,No,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,5000,No,No,False,No
1096,Rural,46,No,No,No,Food,Agriculture,200.0,No,No,MMoney,Yes,6000,No,No,False,No
1043,Urban,67,Yes,Yes,No,Health,Employment,10000.0,No,No,MMoney,No,15000,No,No,False,Yes
1020,Rural,73,No,Yes,No,Food,Agriculture,10000.0,No,No,MMoney,Yes,10000,No,No,True,Yes
1068,Rural,28,No,No,No,Food,Casual_work,8000.0,No,No,MMoney,Yes,5000,No,No,True,Yes
1089,Rural,18,No,Yes,No,Food,Business,4000.0,No,No,MMoney,No,12000,No,No,False,Yes
1061,Urban,38,No,Yes,Yes,Education,Family,10000.0,Yes,Yes,MMoney,Yes,20000,Yes,Yes,False,Yes
1038,Rural,38,No,No,No,Food,Casual_work,3000.0,No,No,MMoney,Yes,3000,No,No,True,No
1061,Urban,18,No,No,No,Education,Family,1000.0,No,No,MMoney,No,15000,No,Yes,False,No
1120,Rural,24,No,No,No,Career,Casual_work,6000.0,No,No,MMoney,No,4000,No,No,False,No
1067,Rural,35,No,No,No,Education,Casual_work,4000.0,No,No,MMoney,Yes,10000,No,No,True,No
1023,Rural,24,No,No,No,Business,Family,,No,No,MMoney,No,15000,Yes,No,True,No
1083,Rural,51,Yes,No,No,Food,Agriculture,5000.0,No,No,MMoney,Yes,6000,No,Yes,False,Yes
1076,Rural,17,Yes,No,No,Education,Family,100.0,No,No,MMoney,No,6000,No,No,True,No
1011,Rural,52,No,No,No,Health,Agriculture,20000.0,No,No,MMoney,Yes,20000,No,No,False,Yes
1085,Rural,20,No,No,No,Education,Employment,10000.0,No,No,Bank,No,10000,No,No,False,No
1065,Rural,22,No,No,No,Education,Agriculture,8000.0,No,No,MMoney,Yes,6000,No,No,True,Yes
1006,Rural,25,Yes,Yes,No,Career,Business,20000.0,No,No,MMoney,No,20000,Yes,Yes,False,Yes
1037,Rural,26,No,No,No,Education,Casual_work,2000.0,No,No,MMoney,No,3000,No,No,False,Yes
